ID,Money related,Personal information related,Inducement words related,Promotional content related,Kinship related,Label
8483,bank,id,problem,sales,son,1
8484,warrant,id,police,gift,son,1
8485,bill,id,security,sales,son,1
8486,money,id,irs,sales,son,1
8487,insurance,id,support,gift,son,1
8488,insurance,id,irs,offer,son,1
8489,dollars,id,police,internet,son,1
8490,insurance,id,irs,gift,son,1
8491,money,id,irs,sales,wife,1
8492,bank,id,security,telemarketer,son,1
8493,bank,account,accident,sales,son,1
8494,bank,address,irs,gift,husband,1
8495,warrant,id,message,system,son,1
8496,bank,id,irs,gift,husband,1
8497,bank,account,arrest,gift,dad,1
8498,insurance,account,irs,sales,wife,1
8499,dollars,details,support,offer,son,1
8500,card,id,message,system,son,1
8501,bank,account,irs,sales,husband,1
8502,credit,account,irs,system,son,1
8503,money,account,police,sales,husband,1
8504,taxes,id,irs,sales,husband,1
8505,dollars,id,message,sales,son,1
8506,bank,id,irs,gift,wife,1
8507,bank,id,irs,gift,husband,1
8508,money,id,irs,sales,son,1
8509,card,id,irs,sales,son,1
8510,dollars,id,message,gift,son,1
8511,money,id,irs,gift,wife,1
8512,bill,id,accident,sales,son,1
8513,bank,information,irs,offer,husband,1
8514,card,id,arrest,gift,son,1
8515,bank,id,support,sales,son,1
8516,warrant,id,security,gift,son,1
8517,taxes,id,help,gift,son,1
8518,insurance,id,support,sales,son,1
8519,insurance,id,irs,sales,mother,1
8520,insurance,id,irs,service,son,1
8521,bill,account,support,gift,husband,1
8522,money,id,problem,gift,son,1
8523,money,id,irs,gift,husband,1
8524,bill,id,irs,service,son,1
8525,bank,id,irs,gift,children,1
8526,credit,id,irs,gift,children,1
8527,money,id,message,sales,husband,1
8528,taxes,address,irs,system,children,1
8529,money,id,help,activity,son,1
8530,credit,account,support,gift,husband,1
8531,insurance,information,irs,activity,son,1
8532,bill,id,irs,gift,son,1
8533,bill,id,irs,gift,husband,1
8534,bill,id,irs,activity,son,1
8535,bill,id,irs,activity,son,1
8536,bill,id,police,sales,son,1
8537,money,id,irs,gift,husband,1
8538,bank,id,security,service,son,1
8539,bank,id,irs,sales,son,1
8540,insurance,information,irs,gift,son,1
8541,warrant,id,support,order,son,1
8542,taxes,information,police,sales,son,1
8543,money,account,irs,sales,son,1
8544,card,account,irs,gift,son,1
8545,bank,id,irs,sales,husband,1
8546,insurance,id,irs,system,son,1
8547,money,account,support,sales,husband,1
8548,money,id,support,system,parents,1
8549,insurance,id,irs,service,son,1
8550,money,id,irs,gift,son,1
8551,money,id,irs,gift,husband,1
8552,money,account,irs,gift,husband,1
8553,dollars,id,irs,gift,husband,1
8554,insurance,id,irs,sales,son,1
8555,dollars,id,irs,gift,son,1
8556,insurance,account,irs,sales,husband,1
8557,bank,id,message,gift,children,1
8558,warrant,id,help,sales,son,1
8559,money,details,irs,gift,son,1
8560,bill,id,police,sales,son,1
8561,money,id,irs,gift,son,1
8562,money,id,irs,gift,children,1
8563,bill,id,irs,sales,children,1
8564,bill,id,accident,sales,son,1
8565,dollars,id,arrest,sales,husband,1
8566,warrant,id,irs,service,son,1
8567,taxes,id,message,gift,wife,1
8568,card,id,security,sales,husband,1
8569,bank,id,support,sales,son,1
8570,bank,id,security,sales,husband,1
8571,insurance,id,irs,sales,son,1
8572,bank,account,message,gift,son,1
8573,money,account,message,site,husband,1
8574,bank,details,message,sales,son,1
8575,bank,id,irs,gift,son,1
8576,credit,id,irs,offer,son,1
8577,warrant,account,irs,offer,son,1
8578,card,id,virus,service,dad,1
8579,money,account,support,gift,husband,1
8580,taxes,information,irs,offer,son,1
8581,warrant,id,support,gift,son,1
8582,money,account,support,sales,son,1
8583,bank,id,police,gift,son,1
8584,insurance,account,support,sales,son,1
8585,bill,id,irs,gift,son,1
8586,bill,id,irs,offer,son,1
8587,card,address,irs,sales,son,1
8588,bill,account,irs,order,husband,1
8589,money,account,irs,gift,son,1
8590,bank,id,accident,internet,son,1
8591,taxes,id,support,sales,son,1
8592,money,id,problem,gift,husband,1
8593,warrant,id,irs,gift,son,1
8594,warrant,id,help,sales,son,1
8595,money,id,irs,sales,son,1
8596,bill,id,irs,sales,son,1
8597,insurance,id,irs,service,son,1
8598,bank,details,message,sales,son,1
8599,insurance,account,problem,sales,son,1
8600,dollars,id,security,gift,son,1
8601,dollars,information,help,service,son,1
8602,money,id,problem,sales,son,1
8603,dollars,id,security,sales,son,1
8604,insurance,id,device,gift,children,1
8605,bill,id,police,sales,son,1
8606,money,id,irs,sales,son,1
8607,bank,id,irs,gift,husband,1
8608,bank,id,help,sales,son,1
8609,warrant,id,message,gift,son,1
8610,bill,id,virus,gift,son,1
8611,card,id,message,service,son,1
8612,bank,id,irs,gift,son,1
8613,insurance,id,police,course,son,1
8614,warrant,account,support,sales,son,1
8615,insurance,id,police,gift,husband,1
8616,bill,id,help,sales,husband,1
8617,warrant,id,irs,gift,children,1
8618,warrant,account,message,gift,son,1
8619,warrant,id,accident,service,son,1
8620,bank,id,security,offer,husband,1
8621,money,account,problem,sales,wife,1
8622,money,id,irs,gift,son,1
8623,insurance,id,irs,gift,husband,1
8624,warrant,address,security,order,son,1
8625,insurance,account,irs,sales,mother,1
8626,insurance,id,message,gift,parents,1
8627,money,account,help,offer,son,1
8628,insurance,id,government,gift,son,1
8629,bank,id,irs,gift,son,1
8630,bank,account,arrest,gift,son,1
8631,bank,id,irs,gift,husband,1
8632,insurance,id,irs,sales,son,1
8633,money,id,irs,gift,son,1
8634,bill,id,irs,sales,son,1
8635,bank,id,irs,gift,husband,1
8636,bill,details,help,gift,son,1
8637,bill,id,irs,gift,son,1
8638,bank,id,support,gift,son,1
8639,warrant,id,security,site,son,1
8640,insurance,address,arrest,service,husband,1
8641,money,id,irs,offer,son,1
8642,bill,id,irs,sales,son,1
8643,warrant,id,government,sales,son,1
8644,money,account,problem,sales,husband,1
8645,bank,account,irs,system,son,1
8646,dollars,account,message,sales,son,1
8647,money,id,irs,gift,son,1
8648,warrant,details,security,service,son,1
8649,dollars,id,problem,gift,son,1
8650,money,information,irs,gift,husband,1
8651,warrant,account,help,service,children,1
8652,money,account,irs,gift,husband,1
8653,bill,id,irs,sales,dad,1
8654,insurance,id,support,internet,son,1
8655,bank,id,police,gift,son,1
8656,money,information,irs,gift,children,1
8657,bank,account,message,sales,husband,1
8658,warrant,address,accident,sales,son,1
8659,warrant,account,irs,gift,son,1
8660,money,id,irs,gift,son,1
8661,insurance,id,irs,gift,son,1
8662,credit,id,message,service,son,1
8663,money,id,irs,sales,husband,1
8664,insurance,information,help,gift,son,1
8665,bill,id,security,sales,son,1
8666,money,id,irs,gift,mother,1
8667,money,account,irs,sales,son,1
8668,card,id,irs,gift,son,1
8669,warrant,address,support,sales,son,1
8670,insurance,account,problem,service,mother,1
8671,insurance,account,irs,service,son,1
8672,money,id,irs,gift,son,1
8673,bank,address,security,site,husband,1
8674,warrant,id,support,sales,son,1
8675,bill,account,device,gift,son,1
8676,bank,account,police,gift,husband,1
8677,bank,id,support,sales,son,1
8678,bank,id,security,order,son,1
8679,money,id,support,program,son,1
8680,money,account,irs,gift,son,1
8681,money,id,problem,system,children,1
8682,bank,id,problem,course,son,1
8683,taxes,address,support,system,son,1
8684,money,id,irs,gift,son,1
8685,insurance,id,irs,service,son,1
8686,insurance,id,support,service,son,1
8687,money,account,message,sales,son,1
8688,insurance,id,irs,gift,son,1
8689,bank,details,irs,gift,son,1
8690,bank,id,irs,system,husband,1
8691,money,id,irs,offer,husband,1
8692,money,id,accident,sales,son,1
8693,bank,id,government,gift,husband,1
8694,money,id,irs,gift,son,1
8695,warrant,id,irs,service,son,1
8696,credit,account,irs,sales,son,1
8697,warrant,id,irs,sales,son,1
8698,insurance,id,problem,gift,son,1
8699,money,id,irs,gift,parents,1
8700,warrant,id,device,internet,wife,1
8701,insurance,id,irs,activity,son,1
8702,insurance,account,message,sales,husband,1
8703,money,information,irs,offer,son,1
8704,money,id,message,offer,son,1
8705,warrant,account,help,gift,son,1
8706,card,address,help,sales,son,1
8707,bank,id,irs,sales,son,1
8708,bank,account,problem,gift,son,1
8709,bank,id,access,sales,husband,1
8710,insurance,id,police,gift,son,1
8711,bill,id,support,sales,son,1
8712,insurance,account,irs,offer,parents,1
8713,insurance,id,irs,gift,son,1
8714,money,id,irs,gift,son,1
8715,money,id,police,sales,son,1
8716,insurance,account,irs,system,son,1
8717,insurance,id,irs,gift,son,1
8718,money,information,support,system,son,1
8719,bank,id,security,service,son,1
8720,money,account,irs,gift,son,1
8721,card,id,irs,gift,children,1
8722,bill,id,irs,course,son,1
8723,dollars,information,irs,gift,son,1
8724,bill,id,security,sales,son,1
8725,insurance,account,security,gift,husband,1
8726,bank,id,message,course,son,1
8727,bank,id,irs,system,wife,1
8728,dollars,id,police,sales,son,1
8729,card,id,help,site,son,1
8730,insurance,id,support,gift,husband,1
8731,bill,id,irs,gift,husband,1
8732,insurance,id,support,sales,children,1
8733,money,details,accident,sales,son,1
8734,insurance,account,message,system,son,1
8735,warrant,id,irs,sales,husband,1
8736,money,account,irs,gift,wife,1
8737,insurance,id,message,sales,son,1
8738,insurance,id,irs,sales,son,1
8739,money,id,irs,sales,wife,1
8740,insurance,id,police,service,son,1
8741,money,id,irs,gift,wife,1
8742,insurance,account,irs,gift,son,1
8743,bill,id,irs,service,son,1
8744,money,id,support,sales,son,1
8745,bill,id,irs,sales,son,1
8746,insurance,id,irs,gift,son,1
8747,insurance,id,irs,sales,son,1
8748,bank,account,irs,gift,parents,1
8749,bank,account,irs,gift,husband,1
8750,bill,id,irs,sales,son,1
8751,bank,account,problem,system,parents,1
8752,card,id,message,sales,husband,1
8753,insurance,id,problem,sales,son,1
8754,money,id,irs,gift,husband,1
8755,credit,information,irs,service,son,1
8756,bank,id,message,gift,son,1
8757,bank,id,police,gift,wife,1
8758,bank,address,irs,order,wife,1
8759,taxes,account,irs,gift,wife,1
8760,bank,account,irs,site,son,1
8761,insurance,id,help,sales,son,1
8762,money,id,government,gift,husband,1
8763,bank,id,irs,offer,son,1
8764,bank,id,irs,service,children,1
8765,money,id,irs,sales,husband,1
8766,insurance,id,irs,gift,son,1
8767,insurance,id,irs,system,children,1
8768,bank,account,irs,sales,dad,1
8769,bill,id,irs,sales,son,1
8770,warrant,account,irs,gift,son,1
8771,insurance,account,help,internet,son,1
8772,taxes,id,irs,gift,son,1
8773,insurance,id,message,service,son,1
8774,money,account,irs,gift,son,1
8775,money,id,irs,sales,husband,1
8776,warrant,id,irs,gift,wife,1
8777,dollars,id,irs,sales,son,1
8778,warrant,account,support,sales,son,1
8779,card,account,irs,gift,mother,1
8780,card,address,message,sales,son,1
8781,insurance,id,police,gift,husband,1
8782,bank,id,support,service,son,1
8783,dollars,details,irs,system,son,1
8784,insurance,id,problem,sales,husband,1
8785,dollars,id,irs,sales,husband,1
8786,warrant,details,irs,gift,son,1
8787,warrant,account,support,gift,son,1
8788,bill,information,message,gift,son,1
8789,money,id,support,service,husband,1
8790,money,id,irs,gift,children,1
8791,insurance,id,support,gift,son,1
8792,insurance,id,help,telemarketer,son,1
8793,bank,account,irs,offer,son,1
8794,card,id,irs,gift,son,1
8795,insurance,email,support,gift,son,1
8796,money,id,message,sales,son,1
8797,money,id,police,gift,husband,1
8798,money,id,irs,gift,husband,1
8799,dollars,id,irs,sales,son,1
8800,bank,id,police,sales,son,1
8801,warrant,id,police,sales,dad,1
8802,money,details,irs,system,son,1
8803,insurance,id,message,gift,son,1
8804,bank,id,irs,gift,husband,1
8805,money,account,message,sales,son,1
8806,bank,id,irs,gift,son,1
8807,bill,id,irs,gift,parents,1
8808,money,id,irs,sales,son,1
8809,insurance,id,help,sales,son,1
8810,card,account,police,sales,son,1
8811,warrant,id,support,service,husband,1
8812,bank,account,problem,course,son,1
8813,dollars,information,irs,gift,husband,1
8814,taxes,address,irs,sales,son,1
8815,insurance,id,irs,sales,son,1
8816,bill,account,irs,sales,son,1
8817,bill,id,irs,offer,son,1
8818,bank,id,police,gift,parents,1
8819,insurance,id,support,sales,son,1
8820,bill,id,help,system,son,1
8821,money,account,irs,sales,husband,1
8822,insurance,account,accident,gift,mother,1
8823,bill,id,irs,sales,parents,1
8824,warrant,id,problem,sales,husband,1
8825,taxes,id,irs,sales,son,1
8826,insurance,id,support,gift,husband,1
8827,taxes,information,support,sales,son,1
8828,bank,id,message,gift,children,1
8829,warrant,id,irs,site,son,1
8830,card,id,irs,gift,mother,1
8831,dollars,account,help,sales,son,1
8832,bill,id,irs,sales,husband,1
8833,bill,address,irs,sales,husband,1
8834,taxes,id,irs,gift,husband,1
8835,bank,address,security,course,son,1
8836,insurance,account,irs,sales,son,1
8837,money,address,security,internet,son,1
8838,bank,id,irs,sales,son,1
8839,money,id,irs,sales,son,1
8840,insurance,id,problem,sales,son,1
8841,taxes,account,irs,service,son,1
8842,insurance,id,irs,gift,husband,1
8843,warrant,account,irs,gift,husband,1
8844,warrant,id,irs,gift,son,1
8845,bank,account,support,internet,husband,1
8846,warrant,account,support,service,dad,1
8847,bank,id,irs,order,husband,1
8848,bank,information,accident,course,husband,1
8849,insurance,details,irs,sales,son,1
8850,money,id,access,sales,son,1
8851,dollars,id,irs,sales,son,1
8852,insurance,id,irs,gift,son,1
8853,money,address,irs,offer,son,1
8854,dollars,id,irs,system,son,1
8855,money,id,irs,sales,son,1
8856,money,id,police,service,son,1
8857,warrant,information,security,gift,husband,1
8858,card,id,virus,sales,husband,1
8859,bill,account,help,service,son,1
8860,bank,account,security,sales,wife,1
8861,money,account,irs,sales,son,1
8862,bill,details,irs,gift,son,1
8863,dollars,id,virus,gift,husband,1
8864,warrant,id,security,system,son,1
8865,warrant,address,irs,offer,son,1
8866,bank,account,irs,gift,children,1
8867,card,id,security,service,son,1
8868,money,id,help,gift,husband,1
8869,money,id,irs,system,son,1
8870,credit,id,support,gift,son,1
8871,money,id,irs,offer,husband,1
8872,warrant,account,irs,system,son,1
8873,warrant,id,help,sales,son,1
8874,insurance,id,government,gift,husband,1
8875,bill,id,problem,order,son,1
8876,money,account,irs,gift,son,1
8877,insurance,id,message,sales,husband,1
8878,bank,account,support,program,mother,1
8879,taxes,details,irs,gift,son,1
8880,money,account,support,gift,son,1
8881,bank,id,irs,gift,son,1
8882,warrant,id,irs,internet,son,1
8883,card,id,support,sales,son,1
8884,bank,id,irs,gift,son,1
8885,bank,id,irs,gift,son,1
8886,money,id,irs,sales,son,1
8887,bank,id,message,sales,son,1
8888,insurance,address,support,sales,son,1
8889,dollars,account,help,gift,son,1
8890,money,id,irs,sales,husband,1
8891,bank,id,irs,course,son,1
8892,bill,account,message,system,husband,1
8893,insurance,account,problem,offer,son,1
8894,money,id,irs,gift,husband,1
8895,warrant,id,irs,gift,son,1
8896,insurance,email,irs,service,husband,1
8897,card,address,support,service,son,1
8898,insurance,information,irs,gift,son,1
8899,bank,id,help,gift,husband,1
8900,bank,id,irs,sales,husband,1
8901,bill,id,help,sales,son,1
8902,money,id,security,service,wife,1
8903,warrant,account,irs,gift,husband,1
8904,bill,details,irs,sales,husband,1
8905,money,id,accident,service,son,1
8906,bank,id,irs,service,wife,1
8907,money,id,security,sales,husband,1
8908,insurance,id,irs,course,son,1
8909,money,id,message,service,son,1
8910,card,id,problem,sales,son,1
8911,warrant,account,accident,sales,son,1
8912,bank,id,irs,sales,son,1
8913,dollars,id,irs,sales,wife,1
8914,insurance,id,help,sales,parents,1
8915,insurance,id,arrest,order,son,1
8916,money,id,help,gift,son,1
8917,bank,id,irs,service,son,1
8918,warrant,id,problem,telemarketer,son,1
8919,card,information,irs,sales,son,1
8920,insurance,address,irs,sales,son,1
8921,warrant,id,irs,gift,husband,1
8922,dollars,information,security,order,son,1
8923,bill,account,police,sales,husband,1
8924,warrant,id,problem,sales,children,1
8925,bank,account,irs,gift,son,1
8926,money,id,message,offer,son,1
8927,warrant,account,irs,gift,husband,1
8928,money,account,problem,sales,son,1
8929,dollars,id,irs,gift,son,1
8930,bill,details,irs,sales,son,1
8931,dollars,account,problem,gift,son,1
8932,money,information,irs,sales,husband,1
8933,bank,id,security,sales,husband,1
8934,credit,id,irs,gift,husband,1
8935,bank,details,police,sales,son,1
8936,bill,address,irs,sales,son,1
8937,bank,address,irs,service,wife,1
8938,bank,id,message,course,son,1
8939,bank,address,irs,gift,son,1
8940,bill,account,police,sales,wife,1
8941,money,id,irs,gift,husband,1
8942,insurance,id,irs,order,son,1
8943,warrant,account,irs,gift,son,1
8944,insurance,id,accident,service,son,1
8945,bank,id,irs,sales,son,1
8946,insurance,id,irs,gift,husband,1
8947,bank,account,security,gift,children,1
8948,insurance,id,irs,offer,husband,1
8949,bank,account,problem,sales,son,1
8950,money,id,irs,gift,children,1
8951,bill,id,government,sales,wife,1
8952,warrant,account,irs,sales,husband,1
8953,money,id,irs,gift,husband,1
8954,money,id,message,sales,parents,1
8955,money,id,irs,activity,son,1
8956,insurance,address,support,site,husband,1
8957,warrant,id,help,offer,mother,1
8958,warrant,id,message,gift,son,1
8959,card,id,message,sales,husband,1
8960,money,account,irs,gift,son,1
8961,dollars,id,irs,gift,son,1
8962,bank,account,irs,gift,son,1
8963,bank,account,irs,sales,son,1
8964,money,id,security,gift,son,1
8965,warrant,id,irs,gift,mother,1
